timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1700000871199,1025,HTTP Request,200,OK,Thread Group 1-1,text,true,,10301,116,1,1,https://octoperf.com/,1010,0,724
1700000871200,1018,HTTP Request,200,OK,Thread Group 1-1,text,true,,10300,116,1,1,https://octoperf.com/,1006,0,731
